日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20260131.0,3222.0,ユナイテッド・スーパーマーケット・ホールディングス,スタンダード（内国株式）,6100.0,小売業,14.0,小売,6.0,TOPIX Small 1
20260131.0,3223.0,エスエルディー,スタンダード（内国株式）,6100.0,小売業,14.0,小売,-,-
20260131.0,3224.0,ゼネラル・オイスター,グロース（内国株式）,6100.0,小売業,14.0,小売,-,-
20260131.0,3226.0,三井不動産アコモデーションファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260131.0,322A,ヒメジ理化,PRO Market,3400.0,ガラス・土石製品,3.0,建設・資材,-,-
20260131.0,3231.0,野村不動産ホールディングス,プライム（内国株式）,8050.0,不動産業,17.0,不動産,4.0,TOPIX Mid400
20260131.0,3232.0,三重交通グループホールディングス,プライム（内国株式）,8050.0,不動産業,17.0,不動産,7.0,TOPIX Small 2
20260131.0,3234.0,森ヒルズリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260131.0,3236.0,プロパスト,スタンダード（内国株式）,8050.0,不動産業,17.0,不動産,-,-
20260131.0,3237.0,イントランス,グロース（内国株式）,8050.0,不動産業,17.0,不動産,-,-
20260131.0,3238.0,セントラル総合開発,スタンダード（内国株式）,8050.0,不動産業,17.0,不動産,-,-
20260131.0,323A,フライヤー,グロース（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3241.0,ウィル,スタンダード（内国株式）,8050.0,不動産業,17.0,不動産,-,-
20260131.0,3242.0,アーバネットコーポレーション,スタンダード（内国株式）,8050.0,不動産業,17.0,不動産,-,-
20260131.0,3245.0,ディア・ライフ,プライム（内国株式）,8050.0,不動産業,17.0,不動産,7.0,TOPIX Small 2
20260131.0,3246.0,コーセーアールイー,スタンダード（内国株式）,8050.0,不動産業,17.0,不動産,-,-
20260131.0,3248.0,アールエイジ,スタンダード（内国株式）,8050.0,不動産業,17.0,不動産,-,-
20260131.0,3249.0,産業ファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260131.0,324A,ブッキングリゾート,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,3252.0,地主,プライム（内国株式）,8050.0,不動産業,17.0,不動産,7.0,TOPIX Small 2
20260131.0,325A,ＴＥＮＴＩＡＬ,グロース（内国株式）,3100.0,繊維製品,4.0,素材・化学,-,-
20260131.0,3261.0,グランディーズ,グロース（内国株式）,8050.0,不動産業,17.0,不動産,-,-
20260131.0,3266.0,ファンドクリエーショングループ,スタンダード（内国株式）,8050.0,不動産業,17.0,不動産,-,-
20260131.0,3267.0,フィル・カンパニー,スタンダード（内国株式）,2050.0,建設業,3.0,建設・資材,7.0,TOPIX Small 2
20260131.0,3269.0,アドバンス・レジデンス投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260131.0,326A,ａｅｒｏ　ｌａｂ　ｉｎｔｅｒｎａｔｉｏｎａｌ,PRO Market,6050.0,卸売業,13.0,商社・卸売,-,-
20260131.0,3271.0,ＴＨＥグローバル社,スタンダード（内国株式）,8050.0,不動産業,17.0,不動産,-,-
20260131.0,3276.0,ＪＰＭＣ,プライム（内国株式）,8050.0,不動産業,17.0,不動産,7.0,TOPIX Small 2
20260131.0,3277.0,サンセイランディック,スタンダード（内国株式）,8050.0,不動産業,17.0,不動産,-,-
20260131.0,3279.0,アクティビア・プロパティーズ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260131.0,3280.0,エストラスト,スタンダード（内国株式）,8050.0,不動産業,17.0,不動産,-,-
20260131.0,3281.0,ＧＬＰ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260131.0,3282.0,コンフォリア・レジデンシャル投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260131.0,3283.0,日本プロロジスリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260131.0,3284.0,フージャースホールディングス,プライム（内国株式）,8050.0,不動産業,17.0,不動産,7.0,TOPIX Small 2
20260131.0,3286.0,トラストホールディングス,スタンダード（内国株式）,8050.0,不動産業,17.0,不動産,-,-
20260131.0,3287.0,星野リゾート・リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260131.0,3288.0,オープンハウスグループ,プライム（内国株式）,8050.0,不動産業,17.0,不動産,4.0,TOPIX Mid400
20260131.0,3289.0,東急不動産ホールディングス,プライム（内国株式）,8050.0,不動産業,17.0,不動産,4.0,TOPIX Mid400
20260131.0,3290.0,Ｏｎｅリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260131.0,3291.0,飯田グループホールディングス,プライム（内国株式）,8050.0,不動産業,17.0,不動産,4.0,TOPIX Mid400
20260131.0,3292.0,イオンリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260131.0,3293.0,アズマハウス,スタンダード（内国株式）,8050.0,不動産業,17.0,不動産,-,-
20260131.0,3294.0,イーグランド,スタンダード（内国株式）,8050.0,不動産業,17.0,不動産,-,-
20260131.0,3295.0,ヒューリックリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260131.0,3296.0,日本リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260131.0,3297.0,東武住販,スタンダード（内国株式）,8050.0,不動産業,17.0,不動産,-,-
20260131.0,3299.0,ムゲンエステート,スタンダード（内国株式）,8050.0,不動産業,17.0,不動産,-,-
20260131.0,329A,ジールアソシエイツ,PRO Market,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,3300.0,アンビション　ＤＸ　ホールディングス,グロース（内国株式）,8050.0,不動産業,17.0,不動産,-,-
20260131.0,3302.0,帝国繊維,プライム（内国株式）,3100.0,繊維製品,4.0,素材・化学,7.0,TOPIX Small 2
20260131.0,3306.0,日本製麻,スタンダード（内国株式）,6050.0,卸売業,13.0,商社・卸売,-,-
20260131.0,3309.0,積水ハウス・リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260131.0,330A,ＴａｌｅｎｔＸ,グロース（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3315.0,日本コークス工業,プライム（内国株式）,3300.0,石油・石炭製品,2.0,エネルギー資源,7.0,TOPIX Small 2
20260131.0,3317.0,フライングガーデン,スタンダード（内国株式）,6100.0,小売業,14.0,小売,-,-
20260131.0,331A,メディックス,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,3320.0,クロスプラス,スタンダード（内国株式）,6050.0,卸売業,13.0,商社・卸売,-,-
20260131.0,3321.0,ミタチ産業,スタンダード（内国株式）,6050.0,卸売業,13.0,商社・卸売,-,-
20260131.0,3323.0,レカム,スタンダード（内国株式）,6050.0,卸売業,13.0,商社・卸売,-,-
20260131.0,3326.0,ランシステム,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,3329.0,東和フードサービス,スタンダード（内国株式）,6100.0,小売業,14.0,小売,-,-
20260131.0,332A,ミーク,グロース（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3333.0,あさひ,プライム（内国株式）,6100.0,小売業,14.0,小売,7.0,TOPIX Small 2
20260131.0,333A,テクノスマイル,PRO Market,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,3349.0,コスモス薬品,プライム（内国株式）,6100.0,小売業,14.0,小売,4.0,TOPIX Mid400
20260131.0,334A,ビジュアル・プロセッシング・ジャパン,グロース（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3350.0,メタプラネット,スタンダード（内国株式）,6050.0,卸売業,13.0,商社・卸売,-,-
20260131.0,3352.0,バッファロー,スタンダード（内国株式）,6100.0,小売業,14.0,小売,-,-
20260131.0,3353.0,メディカル一光グループ,スタンダード（内国株式）,6100.0,小売業,14.0,小売,-,-
20260131.0,3355.0,クリヤマホールディングス,スタンダード（内国株式）,6050.0,卸売業,13.0,商社・卸売,-,-
20260131.0,3358.0,Ｔｒａｉｌｈｅａｄ　Ｇｌｏｂａｌ　Ｈｏｌｄｉｎｇｓ,スタンダード（内国株式）,6100.0,小売業,14.0,小売,-,-
20260131.0,3359.0,ｃｏｔｔａ,グロース（内国株式）,6050.0,卸売業,13.0,商社・卸売,-,-
20260131.0,335A,ミライロ,グロース（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3360.0,シップヘルスケアホールディングス,プライム（内国株式）,6050.0,卸売業,13.0,商社・卸売,4.0,TOPIX Mid400
20260131.0,3361.0,トーエル,スタンダード（内国株式）,6100.0,小売業,14.0,小売,-,-
20260131.0,336A,ダイナミックマッププラットフォーム,グロース（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3370.0,フジタコーポレーション,スタンダード（内国株式）,6100.0,小売業,14.0,小売,-,-
20260131.0,3371.0,ソフトクリエイトホールディングス,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,3372.0,関門海,スタンダード（内国株式）,6100.0,小売業,14.0,小売,-,-
20260131.0,3374.0,内外テック,スタンダード（内国株式）,6050.0,卸売業,13.0,商社・卸売,-,-
20260131.0,3375.0,ＺＯＡ,スタンダード（内国株式）,6100.0,小売業,14.0,小売,-,-
20260131.0,3377.0,バイク王＆カンパニー,スタンダード（内国株式）,6050.0,卸売業,13.0,商社・卸売,-,-
20260131.0,3382.0,セブン＆アイ・ホールディングス,プライム（内国株式）,6100.0,小売業,14.0,小売,1.0,TOPIX Core30
20260131.0,3386.0,コスモ・バイオ,スタンダード（内国株式）,6050.0,卸売業,13.0,商社・卸売,-,-
20260131.0,3387.0,クリエイト・レストランツ・ホールディングス,プライム（内国株式）,6100.0,小売業,14.0,小売,6.0,TOPIX Small 1
20260131.0,3388.0,明治電機工業,プライム（内国株式）,6050.0,卸売業,13.0,商社・卸売,7.0,TOPIX Small 2
20260131.0,338A,ＺｅｎｍｕＴｅｃｈ,グロース（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3391.0,ツルハホールディングス,プライム（内国株式）,6100.0,小売業,14.0,小売,4.0,TOPIX Mid400
20260131.0,3392.0,デリカフーズホールディングス,スタンダード（内国株式）,6050.0,卸売業,13.0,商社・卸売,-,-
20260131.0,3393.0,スターティアホールディングス,プライム（内国株式）,6050.0,卸売業,13.0,商社・卸売,-,-
20260131.0,3395.0,サンマルクホールディングス,プライム（内国株式）,6100.0,小売業,14.0,小売,6.0,TOPIX Small 1
20260131.0,3396.0,フェリシモ,スタンダード（内国株式）,6100.0,小売業,14.0,小売,-,-
20260131.0,3397.0,トリドールホールディングス,プライム（内国株式）,6100.0,小売業,14.0,小売,4.0,TOPIX Mid400
20260131.0,3399.0,丸千代山岡家,スタンダード（内国株式）,6100.0,小売業,14.0,小売,-,-
20260131.0,339A,プログレス・テクノロジーズ　グループ,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,3401.0,帝人,プライム（内国株式）,3100.0,繊維製品,4.0,素材・化学,4.0,TOPIX Mid400
20260131.0,3402.0,東レ,プライム（内国株式）,3100.0,繊維製品,4.0,素材・化学,4.0,TOPIX Mid400
20260131.0,3405.0,クラレ,プライム（内国株式）,3200.0,化学,4.0,素材・化学,4.0,TOPIX Mid400
20260131.0,3407.0,旭化成,プライム（内国株式）,3200.0,化学,4.0,素材・化学,2.0,TOPIX Large70
20260131.0,3409.0,北紡,スタンダード（内国株式）,3100.0,繊維製品,4.0,素材・化学,-,-
20260131.0,340A,ジグザグ,グロース（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3415.0,ＴＯＫＹＯ　ＢＡＳＥ,プライム（内国株式）,6100.0,小売業,14.0,小売,7.0,TOPIX Small 2
20260131.0,3416.0,ピクスタ,スタンダード（内国株式）,6100.0,小売業,14.0,小売,-,-
20260131.0,3417.0,大木ヘルスケアホールディングス,スタンダード（内国株式）,6050.0,卸売業,13.0,商社・卸売,-,-
20260131.0,3418.0,バルニバービ,グロース（内国株式）,6100.0,小売業,14.0,小売,-,-
20260131.0,341A,トヨコー,グロース（内国株式）,2050.0,建設業,3.0,建設・資材,-,-
20260131.0,3420.0,ケー・エフ・シー,スタンダード（内国株式）,3550.0,金属製品,3.0,建設・資材,-,-
20260131.0,3421.0,稲葉製作所,スタンダード（内国株式）,3550.0,金属製品,3.0,建設・資材,7.0,TOPIX Small 2
20260131.0,3422.0,Ｊ－ＭＡＸ,スタンダード（内国株式）,3550.0,金属製品,3.0,建設・資材,-,-
20260131.0,3423.0,エスイー,スタンダード（内国株式）,3550.0,金属製品,3.0,建設・資材,-,-
20260131.0,3426.0,アトムリビンテック,スタンダード（内国株式）,3550.0,金属製品,3.0,建設・資材,-,-
20260131.0,3431.0,宮地エンジニアリンググループ,プライム（内国株式）,3550.0,金属製品,3.0,建設・資材,6.0,TOPIX Small 1
20260131.0,3433.0,トーカロ,プライム（内国株式）,3550.0,金属製品,3.0,建設・資材,6.0,TOPIX Small 1
20260131.0,3434.0,アルファＣｏ,スタンダード（内国株式）,3550.0,金属製品,3.0,建設・資材,-,-
20260131.0,3435.0,サンコーテクノ,スタンダード（内国株式）,3550.0,金属製品,3.0,建設・資材,-,-
20260131.0,3436.0,ＳＵＭＣＯ,プライム（内国株式）,3550.0,金属製品,3.0,建設・資材,4.0,TOPIX Mid400
20260131.0,3437.0,特殊電極,スタンダード（内国株式）,3550.0,金属製品,3.0,建設・資材,-,-
20260131.0,3439.0,三ツ知,スタンダード（内国株式）,3550.0,金属製品,3.0,建設・資材,-,-
20260131.0,343A,ＩＡＣＥトラベル,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,3440.0,日創グループ,スタンダード（内国株式）,3550.0,金属製品,3.0,建設・資材,-,-
20260131.0,3441.0,山王,スタンダード（内国株式）,3550.0,金属製品,3.0,建設・資材,-,-
20260131.0,3443.0,川田テクノロジーズ,プライム（内国株式）,3550.0,金属製品,3.0,建設・資材,7.0,TOPIX Small 2
20260131.0,3444.0,菊池製作所,スタンダード（内国株式）,3550.0,金属製品,3.0,建設・資材,-,-
20260131.0,3445.0,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,プライム（内国株式）,3550.0,金属製品,3.0,建設・資材,6.0,TOPIX Small 1
20260131.0,3446.0,ジェイテックコーポレーション,スタンダード（内国株式）,3550.0,金属製品,3.0,建設・資材,-,-
20260131.0,3447.0,信和,スタンダード（内国株式）,3550.0,金属製品,3.0,建設・資材,-,-
20260131.0,3448.0,清鋼材,PRO Market,3550.0,金属製品,3.0,建設・資材,-,-
20260131.0,3449.0,テクノフレックス,スタンダード（内国株式）,3550.0,金属製品,3.0,建設・資材,-,-
20260131.0,3450.0,サトウ産業,PRO Market,3550.0,金属製品,3.0,建設・資材,-,-
20260131.0,3451.0,トーセイ・リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260131.0,3452.0,ビーロット,スタンダード（内国株式）,8050.0,不動産業,17.0,不動産,-,-
20260131.0,3454.0,ファーストブラザーズ,スタンダード（内国株式）,8050.0,不動産業,17.0,不動産,-,-
20260131.0,3455.0,ヘルスケア＆メディカル投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260131.0,3457.0,Ａｎｄ　Ｄｏホールディングス,プライム（内国株式）,8050.0,不動産業,17.0,不動産,7.0,TOPIX Small 2
20260131.0,3459.0,サムティ・レジデンシャル投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260131.0,3461.0,パルマ,スタンダード（内国株式）,8050.0,不動産業,17.0,不動産,-,-
20260131.0,3462.0,野村不動産マスターファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260131.0,3463.0,いちごホテルリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260131.0,3465.0,ケイアイスター不動産,プライム（内国株式）,8050.0,不動産業,17.0,不動産,6.0,TOPIX Small 1
20260131.0,3466.0,ラサールロジポート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260131.0,3467.0,アグレ都市デザイン,スタンダード（内国株式）,8050.0,不動産業,17.0,不動産,-,-
20260131.0,3468.0,スターアジア不動産投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260131.0,3469.0,デュアルタップ,スタンダード（内国株式）,8050.0,不動産業,17.0,不動産,-,-
20260131.0,3470.0,マリモ地方創生リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260131.0,3471.0,三井不動産ロジスティクスパーク投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260131.0,3472.0,日本ホテル＆レジデンシャル投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260131.0,3474.0,Ｇ－ＦＡＣＴＯＲＹ,グロース（内国株式）,8050.0,不動産業,17.0,不動産,-,-
20260131.0,3475.0,グッドコムアセット,プライム（内国株式）,8050.0,不動産業,17.0,不動産,7.0,TOPIX Small 2
20260131.0,3476.0,投資法人みらい,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260131.0,3477.0,フォーライフ,グロース（内国株式）,8050.0,不動産業,17.0,不動産,-,-
20260131.0,3479.0,ティーケーピー,グロース（内国株式）,8050.0,不動産業,17.0,不動産,-,-
20260131.0,347A,ＧＲＯＷＴＨ　ＰＯＷＥＲ,PRO Market,6050.0,卸売業,13.0,商社・卸売,-,-
20260131.0,3480.0,ジェイ・エス・ビー,プライム（内国株式）,8050.0,不動産業,17.0,不動産,7.0,TOPIX Small 2
20260131.0,3481.0,三菱地所物流リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260131.0,3482.0,ロードスターキャピタル,プライム（内国株式）,8050.0,不動産業,17.0,不動産,7.0,TOPIX Small 2
20260131.0,3483.0,翔栄,PRO Market,8050.0,不動産業,17.0,不動産,-,-
20260131.0,3484.0,イノベーションホールディングス,プライム（内国株式）,8050.0,不動産業,17.0,不動産,-,-
20260131.0,3486.0,グローバル・リンク・マネジメント,プライム（内国株式）,8050.0,不動産業,17.0,不動産,-,-
20260131.0,3487.0,ＣＲＥロジスティクスファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260131.0,3488.0,セントラル・リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260131.0,3489.0,フェイスネットワーク,スタンダード（内国株式）,8050.0,不動産業,17.0,不動産,-,-
20260131.0,3490.0,アズ企画設計,スタンダード（内国株式）,8050.0,不動産業,17.0,不動産,-,-
20260131.0,3491.0,ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ,グロース（内国株式）,8050.0,不動産業,17.0,不動産,-,-
20260131.0,3492.0,ＭＩＲＡＲＴＨ不動産投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260131.0,3494.0,マリオン,スタンダード（内国株式）,8050.0,不動産業,17.0,不動産,-,-
20260131.0,3495.0,香陵住販,スタンダード（内国株式）,8050.0,不動産業,17.0,不動産,-,-
20260131.0,3496.0,アズーム,プライム（内国株式）,8050.0,不動産業,17.0,不動産,7.0,TOPIX Small 2
20260131.0,3498.0,霞ヶ関キャピタル,プライム（内国株式）,8050.0,不動産業,17.0,不動産,6.0,TOPIX Small 1
20260131.0,3501.0,ＳＵＭＩＮＯＥ,プライム（内国株式）,3100.0,繊維製品,4.0,素材・化学,-,-
20260131.0,350A,デジタルグリッド,グロース（内国株式）,4050.0,電気・ガス業,11.0,電力・ガス,-,-
20260131.0,3512.0,日本フエルト,スタンダード（内国株式）,3100.0,繊維製品,4.0,素材・化学,-,-
20260131.0,3513.0,イチカワ,スタンダード（内国株式）,3100.0,繊維製品,4.0,素材・化学,-,-
20260131.0,351A,アクシスＩＴパートナーズ,PRO Market,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3521.0,テルマー湯ホールディングス,スタンダード（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,3524.0,日東製網,スタンダード（内国株式）,3100.0,繊維製品,4.0,素材・化学,-,-
20260131.0,3526.0,芦森工業,スタンダード（内国株式）,3700.0,輸送用機器,6.0,自動車・輸送機,-,-
20260131.0,3529.0,アツギ,スタンダード（内国株式）,3100.0,繊維製品,4.0,素材・化学,-,-
20260131.0,352A,ＬＯＩＶＥ,グロース（内国株式）,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,3536.0,アクサスホールディングス,スタンダード（内国株式）,6100.0,小売業,14.0,小売,-,-
20260131.0,3537.0,昭栄薬品,スタンダード（内国株式）,6050.0,卸売業,13.0,商社・卸売,-,-
20260131.0,3538.0,ウイルプラスホールディングス,スタンダード（内国株式）,6100.0,小売業,14.0,小売,-,-
20260131.0,3539.0,ＪＭホールディングス,プライム（内国株式）,6100.0,小売業,14.0,小売,7.0,TOPIX Small 2
20260131.0,3541.0,農業総合研究所,グロース（内国株式）,6050.0,卸売業,13.0,商社・卸売,-,-
20260131.0,3542.0,ベガコーポレーション,グロース（内国株式）,6100.0,小売業,14.0,小売,-,-
20260131.0,3543.0,コメダホールディングス,プライム（内国株式）,6050.0,卸売業,13.0,商社・卸売,6.0,TOPIX Small 1
20260131.0,3544.0,サツドラホールディングス,スタンダード（内国株式）,6100.0,小売業,14.0,小売,-,-
20260131.0,3546.0,アレンザホールディングス,プライム（内国株式）,6100.0,小売業,14.0,小売,7.0,TOPIX Small 2
20260131.0,3547.0,串カツ田中ホールディングス,スタンダード（内国株式）,6100.0,小売業,14.0,小売,7.0,TOPIX Small 2
20260131.0,3548.0,バロックジャパンリミテッド,プライム（内国株式）,6100.0,小売業,14.0,小売,7.0,TOPIX Small 2
20260131.0,3549.0,クスリのアオキホールディングス,プライム（内国株式）,6100.0,小売業,14.0,小売,4.0,TOPIX Mid400
20260131.0,3550.0,スタジオアタオ,グロース（内国株式）,6100.0,小売業,14.0,小売,-,-
20260131.0,3551.0,ダイニック,スタンダード（内国株式）,3100.0,繊維製品,4.0,素材・化学,-,-
20260131.0,3553.0,共和レザー,スタンダード（内国株式）,3200.0,化学,4.0,素材・化学,-,-
20260131.0,3556.0,リネットジャパングループ,グロース（内国株式）,6100.0,小売業,14.0,小売,-,-
20260131.0,3557.0,ユナイテッド＆コレクティブ,グロース（内国株式）,6100.0,小売業,14.0,小売,-,-
20260131.0,3558.0,ジェイドグループ,グロース（内国株式）,6100.0,小売業,14.0,小売,-,-
20260131.0,3559.0,ピーバンドットコム,スタンダード（内国株式）,6050.0,卸売業,13.0,商社・卸売,-,-
20260131.0,355A,ナウビレッジ,PRO Market,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,3560.0,ほぼ日,スタンダード（内国株式）,6100.0,小売業,14.0,小売,-,-
20260131.0,3561.0,力の源ホールディングス,プライム（内国株式）,6100.0,小売業,14.0,小売,7.0,TOPIX Small 2
20260131.0,3562.0,Ｎｏ．１,スタンダード（内国株式）,6050.0,卸売業,13.0,商社・卸売,-,-
20260131.0,3563.0,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,プライム（内国株式）,6100.0,小売業,14.0,小売,4.0,TOPIX Mid400
20260131.0,3565.0,アセンテック,スタンダード（内国株式）,6050.0,卸売業,13.0,商社・卸売,7.0,TOPIX Small 2
20260131.0,3566.0,ユニフォームネクスト,グロース（内国株式）,6100.0,小売業,14.0,小売,-,-
20260131.0,3569.0,セーレン,プライム（内国株式）,3100.0,繊維製品,4.0,素材・化学,6.0,TOPIX Small 1
20260131.0,3571.0,ソトー,スタンダード（内国株式）,3100.0,繊維製品,4.0,素材・化学,-,-
20260131.0,3577.0,東海染工,スタンダード（内国株式）,3100.0,繊維製品,4.0,素材・化学,-,-
20260131.0,357A,エフアンドエフ,PRO Market,6100.0,小売業,14.0,小売,-,-
20260131.0,3580.0,小松マテーレ,プライム（内国株式）,3100.0,繊維製品,4.0,素材・化学,7.0,TOPIX Small 2
20260131.0,3583.0,オーベクス,スタンダード（内国株式）,3100.0,繊維製品,4.0,素材・化学,-,-
20260131.0,358A,ゼン・ランド,PRO Market,8050.0,不動産業,17.0,不動産,-,-
20260131.0,3591.0,ワコールホールディングス,プライム（内国株式）,3100.0,繊維製品,4.0,素材・化学,4.0,TOPIX Mid400
20260131.0,3593.0,ホギメディカル,プライム（内国株式）,3100.0,繊維製品,4.0,素材・化学,6.0,TOPIX Small 1
20260131.0,3597.0,自重堂,スタンダード（内国株式）,3100.0,繊維製品,4.0,素材・化学,-,-
20260131.0,3598.0,山喜,スタンダード（内国株式）,3100.0,繊維製品,4.0,素材・化学,-,-
20260131.0,359A,ＮＥＸＴ　ＳＴＡＧＥ,PRO Market,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,3600.0,フジックス,スタンダード（内国株式）,3100.0,繊維製品,4.0,素材・化学,-,-
20260131.0,3607.0,クラウディアホールディングス,スタンダード（内国株式）,3100.0,繊維製品,4.0,素材・化学,-,-
20260131.0,3608.0,ＴＳＩホールディングス,プライム（内国株式）,3100.0,繊維製品,4.0,素材・化学,6.0,TOPIX Small 1
20260131.0,3611.0,マツオカコーポレーション,スタンダード（内国株式）,3100.0,繊維製品,4.0,素材・化学,-,-
20260131.0,3612.0,ワールド,プライム（内国株式）,3100.0,繊維製品,4.0,素材・化学,6.0,TOPIX Small 1
20260131.0,361A,リビングハウス,PRO Market,6100.0,小売業,14.0,小売,-,-
20260131.0,3622.0,ネットイヤーグループ,グロース（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3623.0,ビリングシステム,グロース（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3624.0,アクセルマーク,グロース（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3625.0,テックファームホールディングス,グロース（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3626.0,ＴＩＳ,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,4.0,TOPIX Mid400
20260131.0,3627.0,テクミラホールディングス,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,3628.0,データホライゾン,グロース（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
20260131.0,362A,エクシオホールディングス,PRO Market,9050.0,サービス業,10.0,情報通信・サービスその他,-,-
20260131.0,3632.0,グリーホールディングス,プライム（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,3633.0,ＧＭＯペパボ,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,7.0,TOPIX Small 2
20260131.0,3634.0,ソケッツ,スタンダード（内国株式）,5250.0,情報・通信業,10.0,情報通信・サービスその他,-,-
